iter	RMSE
340	0.4916802715
341	0.4915167387
342	0.4915068527
343	0.4914975103
344	0.4912992342
345	0.4911721697
346	0.4909354277
347	0.4905530956
348	0.4903909767
349	0.4902611979
350	0.4902521793
351	0.4899399503
352	0.4897083571
353	0.4895530311
354	0.4892916005
355	0.488998847
356	0.4887680752
357	0.4884984754
358	0.4884904328
359	0.488175793
360	0.4880305809
361	0.4878094122
362	0.4875797083
363	0.4875240989
364	0.4874548147
365	0.4869226602
366	0.4869146261
367	0.4866661261
368	0.4865264541
369	0.4862107168
370	0.4862051548
371	0.485991085
372	0.4857988681
373	0.4857839174
374	0.4855840575
375	0.4852290577
376	0.4851935588
377	0.4849745845
378	0.4847003994
379	0.4846266798
380	0.4844354714
381	0.4842455484
382	0.4840096046
383	0.4838175984
384	0.4833251832
385	0.4830549806
386	0.482765105
387	0.4827568882
388	0.4827457304
389	0.4827196606
390	0.4826968429
391	0.4826884749
392	0.482559317
393	0.482326393
394	0.4821981712
395	0.481881535
396	0.4815862569
397	0.4812751703
398	0.4811052211
399	0.4809796043
400	0.4809259794
401	0.4807435814
402	0.4807329679
403	0.4804113918
404	0.4804050134
405	0.4803191836
406	0.480197279
407	0.4800066126
408	0.4798748703
409	0.4797194351
410	0.4797117199
411	0.4795557434
412	0.4793766944
413	0.4790747809
414	0.4789859193
415	0.478767579
416	0.478560945
417	0.4783461578
418	0.4781867355
419	0.4781182692
420	0.4778581782
421	0.4776003478
422	0.4774184709
423	0.4772456131
424	0.4768810386
425	0.4767618
426	0.476516991
427	0.4764232623
428	0.4764134903
429	0.4762185287
430	0.4762052247
431	0.4758204373
432	0.4757285344
433	0.4754062235
434	0.4753896532
435	0.4753832581
436	0.475225902
437	0.4752196805
438	0.4749607507
439	0.4747387361
440	0.4744799076
441	0.4741628727
442	0.4738102009
443	0.4735299403
444	0.4732268
445	0.4732218329
446	0.4731010258
447	0.4728533877
448	0.4727149791
449	0.4724940735
450	0.4722796659
451	0.4722642689
452	0.4721109454
453	0.4719089633
454	0.4717229188
455	0.4716662168
456	0.4714008044
457	0.4711545431
458	0.4711501164
459	0.4711420886
460	0.4710069042
461	0.4708673738
462	0.4708122008
463	0.4705835851
464	0.470458745
465	0.4702886002
466	0.4702801356
467	0.4702239104
468	0.4702195227
469	0.4700304147
470	0.4697763328
471	0.4695412979
472	0.4694402962
473	0.4694076794
474	0.4693804978
475	0.4691638077
476	0.468922452
477	0.4688792955
478	0.4686468354
479	0.4685666196
480	0.4684031915
481	0.4682653472
482	0.4680243158
483	0.4678401844
484	0.4675870023
485	0.4675129055
486	0.4673759957
487	0.4671007001
488	0.4669899434
489	0.4668108615
490	0.4666083364
491	0.4663755664
492	0.4663688915
493	0.4661617861
494	0.4660017583
495	0.4658473118
496	0.46584054
497	0.4656909676
498	0.465459707
499	0.4652916189
500	0.4650709535
501	0.4647557475
502	0.4645835031
503	0.4643710126
504	0.4642232912
505	0.4641177998
506	0.4637697975
507	0.4636938251
508	0.4634567387
509	0.4633419468
510	0.4631946712
511	0.4629330809
512	0.4627547501
513	0.4625174112
514	0.4623933151
515	0.4623883168
516	0.4623792204
517	0.4621736341
518	0.4620464096
519	0.4618859598
520	0.4617267772
521	0.4615471991
522	0.4615434656
523	0.4613284383
524	0.4611799132
525	0.4610052966
526	0.4608390934
527	0.4606442944
528	0.4604570815
529	0.4602172354
530	0.4600365969
531	0.4600191102
532	0.459783573
533	0.4596502466
534	0.4594592353
535	0.4592410868
536	0.4591010479
537	0.4589080906
538	0.4588732648
539	0.4588334765
540	0.4586336131
541	0.4586230172
542	0.4584160367
543	0.4582410753
544	0.4580681495
545	0.4579689851
546	0.4577879743
547	0.4576435962
548	0.4576379494
549	0.4575369821
550	0.4574505288
551	0.4572515079
552	0.4569117146
553	0.4566105409
554	0.4565452524
555	0.4565382824
556	0.4564514276
557	0.4562191454
558	0.4560062417
559	0.4559989461
560	0.455970588
561	0.4558399118
562	0.4558345557
563	0.4556246252
564	0.4554796982
565	0.4553638659
566	0.4553573505
567	0.4553064902
568	0.4551448685
569	0.4550064089
570	0.4550039041
571	0.4547541358
572	0.4546888723
573	0.4544713469
574	0.4542584414
575	0.4541784733
576	0.4541725869
577	0.4540297819
578	0.4539400425
579	0.4538013945
580	0.4536259786
581	0.453421972
582	0.4531545531
583	0.45295783
584	0.4527472405
585	0.4526027962
586	0.452475633
587	0.4524680463
588	0.4522719588
589	0.4521055768
590	0.4519848393
591	0.4519293397
592	0.4517661611
593	0.4517018197
594	0.4514519352
595	0.4513362556
596	0.4512128253
597	0.4510469308
598	0.4507861217
599	0.4506010749
600	0.4505282653
601	0.4502595578
602	0.450111756
603	0.4499633993
604	0.4497445282
605	0.4496321072
606	0.4495149183
607	0.4492713328
608	0.449081239
609	0.4489082966
610	0.4488100507
611	0.4486762425
612	0.4484690107
613	0.4484422067
614	0.4482757365
615	0.4482697551
616	0.4481421443
617	0.4480366263
618	0.4479695482
619	0.4478107976
620	0.4478035504
621	0.4477427802
622	0.447536885
623	0.4473449029
624	0.4471444988
625	0.4469603082
626	0.4468289393
627	0.446565815
628	0.446400238
629	0.446241373
630	0.446116557
631	0.4459738223
632	0.4458278933
633	0.4456626795
634	0.4454842076
635	0.4454773384
636	0.4453298622
637	0.4450334307
638	0.444864618
639	0.4447219272
640	0.4445518217
641	0.4443401389
642	0.4442030621
643	0.4440094347
644	0.4438439473
645	0.4437378131
646	0.4436242056
647	0.4435074889
648	0.4433821938
649	0.4431950503
650	0.4430558262
651	0.4429071327
652	0.442789761
653	0.442627456
654	0.4424095787
655	0.4422177302
656	0.4422121254
657	0.4419650027
658	0.4419437112
659	0.4416197841
660	0.441615656
661	0.4413332346
662	0.4411684793
663	0.4410322217
664	0.4407889464
665	0.4405114121
666	0.4403804656
667	0.4401307459
668	0.4401227534
669	0.4399782562
670	0.4398491497
671	0.4396845056
672	0.4396803999
673	0.4395342376
674	0.4394084906
675	0.4392378259
676	0.4391262416
677	0.4391212839
678	0.439006597
679	0.4387546525
680	0.4385344142
681	0.4382839865
682	0.4380918038
683	0.4379291552
684	0.4379115077
685	0.4377751534
686	0.4376774799
687	0.4376372056
688	0.4374401189
689	0.4372241393
690	0.4371138606
691	0.4370167283
692	0.4369246597
693	0.4367264994
694	0.4365744657
695	0.4363594892
696	0.4362078736
697	0.4360497227
698	0.435960384
699	0.4358200488
700	0.4357639992
701	0.4357526534
702	0.4356525409
703	0.4355611926
704	0.4352781008
705	0.4349979411
706	0.4348974444
707	0.4347937102
708	0.4346340782
709	0.4344794329
710	0.4342607912
711	0.4340703641
712	0.4339243462
713	0.4337924712
714	0.433693538
715	0.4334882899
716	0.4333333049
717	0.4332606016
718	0.4331627189
719	0.4330458912
720	0.4330434428
721	0.4330253445
722	0.4329062697
723	0.4326396034
724	0.4325052098
725	0.4323470385
726	0.4321313536
727	0.4319995506
728	0.4318812264
729	0.4317677643
730	0.431713598
731	0.4315515072
732	0.4315446664
733	0.4314339628
734	0.4312502299
735	0.4310896412
736	0.431085196
737	0.4309224011
738	0.4307738553
739	0.4306708971
740	0.4305623354
741	0.4304473942
742	0.4303399802
743	0.4303215518
744	0.430212792
745	0.4300619442
746	0.4299636989
747	0.4299328338
748	0.4297264956
749	0.4297239211
750	0.4295622229
751	0.4293829364
752	0.4293062436
753	0.4291863301
754	0.4289817135
755	0.4289132483
756	0.4288601088
757	0.4286667033
758	0.42848181
759	0.4282056395
760	0.4281077606
761	0.4280972029
762	0.4279584643
763	0.4278601024
764	0.427747994
765	0.4277453304
766	0.4276058192
767	0.4276040487
768	0.4275089253
769	0.4274296934
770	0.4272517149
771	0.4271216182
772	0.4271192473
773	0.4270441039
774	0.4268890937
775	0.4268177711
776	0.4267722356
777	0.4266894071
778	0.4265933007
779	0.4265096187
780	0.4265028995
781	0.4263494596
782	0.4262708244
783	0.4261907266
784	0.4259764038
785	0.4258661293
786	0.425715125
787	0.4255334573
788	0.4253133393
789	0.4252340542
790	0.4250844759
791	0.425010245
792	0.4249699437
793	0.4248015016
794	0.4247993443
795	0.4246659089
796	0.4244609003
797	0.4241977914
798	0.4240428217
799	0.4238476085
800	0.4237798569
801	0.4236692635
802	0.423631864
803	0.423480102
804	0.4234594274
805	0.4233950473
806	0.4232856451
807	0.4231491565
808	0.4230586962
809	0.4228711876
810	0.4228030353
811	0.4227068618
812	0.422624826
813	0.4225701957
814	0.42243235
815	0.4223280614
816	0.4223211515
817	0.4222404075
818	0.4221236488
819	0.4219494098
820	0.4218014319
821	0.4216051052
822	0.421431156
823	0.4214288617
824	0.4213140591
825	0.421173677
826	0.4211010062
827	0.4210049749
828	0.4209038473
829	0.4207360978
830	0.420650143
831	0.4205448378
832	0.4204431405
833	0.420419833
834	0.4203332416
835	0.4200581901
836	0.4199842939
837	0.4199014233
838	0.4197784399
839	0.4196898432
840	0.4196315929
841	0.4195860458
842	0.4194544053
843	0.4192195483
844	0.4191580359
845	0.4189050057
846	0.4188571925
847	0.4187647681
848	0.4186611184
849	0.4185711925
850	0.4185401056
851	0.4184263547
852	0.418226107
853	0.4180367909
854	0.4178593405
855	0.4176622968
856	0.4175860276
857	0.4174829488
858	0.4172909796
859	0.4172239417
860	0.4171523961
861	0.4170520551
862	0.4169421557
863	0.4168432403
864	0.4167579986
865	0.4164520997
866	0.4163335106
867	0.4161856638
868	0.4160298621
869	0.4159569187
870	0.415743826
871	0.4155434033
872	0.4154737779
873	0.4154687721
874	0.4153641191
875	0.415203894
876	0.4151114379
877	0.4149757309
878	0.4148200636
879	0.4147067689
880	0.4146257201
881	0.4146228592
882	0.4145219701
883	0.4144214303
884	0.4142808327
885	0.4142152157
886	0.4140793273
887	0.4139955782
888	0.4138066283
889	0.4137273815
890	0.4136634798
891	0.4135583566
892	0.4132860469
893	0.4131677691
894	0.4129355655
895	0.4127970235
896	0.4127536919
897	0.4126437272
898	0.412518259
899	0.4124736593
900	0.4124154974
901	0.4124129172
902	0.4122387358
903	0.4120750144
904	0.412052246
905	0.4119464002
906	0.4118707657
907	0.411784067
908	0.4116244337
909	0.4114871242
910	0.4113685693
911	0.4112095998
912	0.4111082631
913	0.4110679738
914	0.4109267937
915	0.410869764
916	0.4107293693
917	0.4106847131
918	0.4105488573
919	0.4103959723
920	0.4102511161
921	0.4101925048
922	0.4100282057
923	0.4099808584
924	0.4098288215
925	0.4096781281
926	0.409477424
927	0.4094701213
928	0.4093611052
929	0.4092428014
930	0.4091183377
931	0.408931968
932	0.4087266848
933	0.4085632857
934	0.4084119064
935	0.4083544566
936	0.4082870169
937	0.4081208284
938	0.408003974
939	0.4079026982
940	0.4077493369
941	0.4076811234
942	0.4075611133
943	0.4074793577
944	0.4074608136
945	0.4073430764
946	0.4072727645
947	0.407216009
948	0.407214255
949	0.4071220241
950	0.4070018488
951	0.4068666371
952	0.4065751341
953	0.406466775
954	0.4063886722
955	0.4062277594
956	0.4061726584
957	0.4060596817
958	0.4060095707
959	0.405873559
960	0.4057958176
961	0.4057667186
962	0.405623574
963	0.405356834
964	0.4052854591
965	0.4052387879
966	0.4051899367
967	0.4051013748
968	0.4050191118
969	0.4049242092
970	0.4048160349
971	0.4045880483
972	0.4044556304
973	0.4043254951
974	0.4042059613
975	0.4040192016
976	0.4039285503
977	0.4038235583
978	0.4037835966
979	0.4035976426
980	0.4035394554
981	0.4034450707
982	0.4033485703
983	0.4032409864
984	0.403108331
985	0.4029841571
986	0.4028217145
987	0.4026282397
988	0.4024947074
989	0.40244567
990	0.4023607661
991	0.4023024633
992	0.4022262759
993	0.4020955224
994	0.4019823476
995	0.4018926689
996	0.4018048446
997	0.4017542656
998	0.4016066647
999	0.4015094327
