iter	Passed	Remaining
420	2364	3251
421	2368	3244
422	2372	3236
423	2375	3227
424	2379	3219
425	2383	3211
426	2387	3203
427	2391	3195
428	2394	3186
429	2397	3178
430	2401	3171
431	2405	3162
432	2408	3153
433	2412	3146
434	2416	3138
435	2419	3129
436	2423	3122
437	2427	3114
438	2430	3106
439	2435	3099
440	2438	3090
441	2442	3083
442	2448	3078
443	2451	3070
444	2455	3061
445	2458	3053
446	2466	3051
447	2474	3048
448	2483	3047
449	2490	3044
450	2497	3040
451	2505	3037
452	2510	3032
453	2514	3024
454	2518	3016
455	2521	3007
456	2524	2999
457	2530	2994
458	2533	2986
459	2537	2978
460	2540	2970
461	2543	2962
462	2548	2955
463	2553	2949
464	2557	2942
465	2560	2934
466	2564	2927
467	2570	2921
468	2576	2917
469	2579	2909
470	2584	2902
471	2589	2896
472	2593	2889
473	2596	2881
474	2599	2873
475	2603	2865
476	2608	2859
477	2611	2851
478	2614	2843
479	2617	2836
480	2620	2828
481	2624	2820
482	2629	2814
483	2633	2807
484	2636	2799
485	2639	2792
486	2643	2784
487	2646	2776
488	2651	2770
489	2654	2763
490	2658	2755
491	2662	2749
492	2665	2741
493	2668	2733
494	2672	2726
495	2675	2719
496	2678	2711
497	2681	2703
498	2685	2696
499	2690	2690
500	2694	2683
501	2698	2676
502	2701	2668
503	2706	2663
504	2710	2656
505	2713	2649
506	2717	2642
507	2720	2635
508	2723	2627
509	2726	2619
510	2729	2612
511	2734	2606
512	2738	2599
513	2742	2593
514	2745	2585
515	2749	2578
516	2752	2571
517	2757	2566
518	2761	2558
519	2765	2552
520	2769	2545
521	2772	2538
522	2778	2534
523	2783	2528
524	2791	2525
525	2801	2524
526	2810	2522
527	2817	2518
528	2824	2514
529	2829	2509
530	2836	2505
531	2839	2498
532	2845	2493
533	2851	2488
534	2858	2484
535	2862	2477
536	2865	2470
537	2869	2463
538	2875	2459
539	2881	2454
540	2889	2451
541	2893	2444
542	2897	2438
543	2902	2433
544	2905	2426
545	2909	2419
546	2914	2413
547	2918	2406
548	2920	2399
549	2925	2393
550	2929	2387
551	2934	2381
552	2941	2377
553	2944	2370
554	2949	2365
555	2955	2360
556	2960	2354
557	2963	2347
558	2966	2340
559	2969	2333
560	2974	2327
561	2977	2320
562	2979	2312
563	2984	2306
564	2987	2300
565	2990	2293
566	2994	2287
567	2997	2279
568	3000	2272
569	3004	2266
570	3007	2259
571	3010	2252
572	3013	2245
573	3018	2240
574	3022	2233
575	3025	2226
576	3029	2220
577	3035	2216
578	3041	2211
579	3047	2206
580	3051	2200
581	3057	2195
582	3062	2190
583	3068	2185
584	3071	2178
585	3076	2173
586	3082	2168
587	3085	2161
588	3088	2155
589	3091	2148
590	3094	2141
591	3099	2136
592	3102	2129
593	3106	2123
594	3109	2116
595	3113	2110
596	3116	2103
597	3120	2097
598	3124	2091
599	3127	2085
600	3131	2079
601	3135	2072
602	3138	2066
603	3142	2060
604	3146	2054
605	3150	2048
606	3154	2042
607	3158	2036
608	3162	2030
609	3166	2024
610	3169	2018
611	3173	2011
612	3178	2006
613	3181	2000
614	3188	1996
615	3192	1990
616	3197	1985
617	3203	1980
618	3207	1973
619	3214	1970
620	3221	1966
621	3225	1960
622	3228	1953
623	3232	1948
624	3236	1941
625	3239	1935
626	3242	1929
627	3246	1922
628	3249	1916
629	3252	1910
630	3257	1904
631	3260	1898
632	3262	1891
633	3266	1885
634	3269	1879
635	3272	1872
636	3275	1866
637	3281	1861
638	3287	1857
639	3292	1851
640	3296	1846
641	3299	1839
642	3304	1834
643	3307	1828
644	3311	1822
645	3315	1816
646	3319	1810
647	3322	1804
648	3325	1798
649	3329	1792
650	3332	1786
651	3336	1780
652	3340	1774
653	3342	1768
654	3346	1762
655	3350	1756
656	3353	1750
657	3357	1744
658	3360	1738
659	3363	1732
660	3366	1726
661	3370	1721
662	3373	1714
663	3376	1708
664	3379	1702
665	3385	1697
666	3388	1691
667	3392	1686
668	3395	1679
669	3399	1674
670	3402	1668
671	3406	1662
672	3410	1657
673	3415	1651
674	3418	1646
675	3421	1640
676	3425	1634
677	3429	1628
678	3432	1622
679	3435	1616
680	3439	1611
681	3443	1605
682	3448	1600
683	3451	1594
684	3454	1588
685	3457	1582
686	3462	1577
687	3465	1571
688	3468	1565
689	3472	1560
690	3478	1555
691	3485	1551
692	3491	1546
693	3495	1541
694	3500	1536
695	3504	1530
696	3508	1525
697	3511	1519
698	3513	1513
699	3516	1507
700	3523	1502
701	3525	1496
702	3529	1490
703	3532	1485
704	3534	1479
705	3537	1473
706	3541	1467
707	3544	1462
708	3547	1456
709	3550	1450
710	3554	1444
711	3557	1439
712	3561	1433
713	3565	1428
714	3567	1422
715	3570	1416
716	3575	1411
717	3578	1405
718	3580	1399
719	3583	1393
720	3586	1387
721	3591	1382
722	3593	1376
723	3598	1371
724	3601	1366
725	3604	1360
726	3608	1354
727	3611	1349
728	3614	1343
729	3617	1337
730	3621	1332
731	3624	1326
732	3626	1321
733	3629	1315
734	3632	1309
735	3636	1304
736	3639	1298
737	3643	1293
738	3647	1288
739	3649	1282
740	3654	1277
741	3656	1271
742	3659	1265
743	3662	1260
744	3666	1255
745	3670	1249
746	3674	1244
747	3678	1239
748	3681	1233
749	3684	1228
750	3688	1222
751	3691	1217
752	3695	1212
753	3700	1207
754	3708	1203
755	3715	1199
756	3722	1195
757	3727	1189
758	3731	1184
759	3737	1180
760	3740	1174
761	3745	1169
762	3748	1164
763	3751	1158
764	3754	1153
765	3757	1147
766	3760	1142
767	3764	1137
768	3767	1131
769	3771	1126
770	3773	1120
771	3776	1115
772	3780	1110
773	3785	1105
774	3789	1100
775	3792	1094
776	3795	1089
777	3798	1083
778	3801	1078
779	3805	1073
780	3807	1067
781	3811	1062
782	3814	1057
783	3817	1051
784	3820	1046
785	3823	1040
786	3828	1036
787	3835	1031
788	3840	1027
789	3844	1022
790	3849	1017
791	3854	1012
792	3857	1007
793	3861	1001
794	3864	996
795	3866	990
796	3869	985
797	3875	981
798	3878	975
799	3882	970
800	3887	965
801	3892	960
802	3895	955
803	3898	950
804	3901	945
805	3907	940
806	3910	935
807	3914	930
808	3919	925
809	3922	920
810	3925	914
811	3929	909
812	3933	904
813	3936	899
814	3940	894
815	3943	889
816	3947	884
817	3951	879
818	3954	874
819	3957	868
820	3960	863
821	3964	858
822	3967	853
823	3971	848
824	3974	843
825	3977	837
826	3980	832
827	3985	827
828	3988	822
829	3991	817
830	3995	812
831	3998	807
832	4001	802
833	4004	797
834	4008	792
835	4015	787
836	4020	782
837	4026	778
838	4033	773
839	4035	768
840	4040	763
841	4044	758
842	4047	753
843	4054	749
844	4061	744
845	4067	740
846	4076	736
847	4082	731
848	4086	726
849	4092	722
850	4096	717
851	4100	712
852	4105	707
853	4109	702
854	4112	697
855	4115	692
856	4118	687
857	4121	682
858	4130	677
859	4136	673
860	4140	668
861	4146	663
862	4151	659
863	4155	654
864	4159	649
865	4164	644
866	4168	639
867	4171	634
868	4174	629
869	4179	624
870	4184	619
871	4191	615
872	4195	610
873	4199	605
874	4204	600
875	4208	595
876	4212	590
877	4216	585
878	4220	580
879	4226	576
880	4230	571
881	4233	566
882	4238	561
883	4244	556
884	4248	552
885	4252	547
886	4258	542
887	4261	537
888	4264	532
889	4269	527
890	4272	522
891	4275	517
892	4279	512
893	4283	507
894	4286	502
895	4289	497
896	4293	492
897	4296	487
898	4301	483
899	4305	478
900	4307	473
901	4310	468
902	4315	463
903	4319	458
904	4322	453
905	4326	448
906	4331	444
907	4334	439
908	4338	434
909	4341	429
910	4345	424
911	4349	419
912	4352	414
913	4355	409
914	4358	404
915	4362	400
916	4365	395
917	4368	390
918	4373	385
919	4376	380
920	4379	375
921	4383	370
922	4386	365
923	4390	361
924	4394	356
925	4398	351
926	4403	346
927	4406	341
928	4410	337
929	4414	332
930	4418	327
931	4423	322
932	4428	317
933	4431	313
934	4436	308
935	4441	303
936	4444	298
937	4447	294
938	4452	289
939	4455	284
940	4459	279
941	4463	274
942	4466	269
943	4472	265
944	4476	260
945	4480	255
946	4483	250
947	4487	246
948	4490	241
949	4494	236
950	4499	231
951	4502	227
952	4506	222
953	4510	217
954	4515	212
955	4518	207
956	4522	203
957	4526	198
958	4531	193
959	4535	188
960	4539	184
961	4544	179
962	4547	174
963	4551	169
964	4556	165
965	4560	160
966	4565	155
967	4568	151
968	4572	146
969	4577	141
970	4581	136
971	4585	132
972	4589	127
973	4593	122
974	4596	117
975	4601	113
976	4604	108
977	4608	103
978	4614	98
979	4617	94
980	4621	89
981	4624	84
982	4627	80
983	4631	75
984	4635	70
985	4638	65
986	4641	61
987	4645	56
988	4649	51
989	4652	46
990	4655	42
991	4661	37
992	4664	32
993	4668	28
994	4670	23
995	4674	18
996	4677	14
997	4681	9
998	4684	4
999	4687	0
