iter	Passed	Remaining
687	3837	1740
688	3843	1735
689	3850	1729
690	3855	1723
691	3859	1717
692	3863	1711
693	3867	1705
694	3871	1699
695	3879	1694
696	3883	1688
697	3890	1683
698	3896	1677
699	3900	1671
700	3904	1665
701	3910	1659
702	3916	1654
703	3921	1648
704	3927	1643
705	3933	1637
706	3937	1631
707	3943	1626
708	3948	1620
709	3952	1614
710	3958	1609
711	3965	1603
712	3970	1598
713	3976	1592
714	3982	1587
715	3986	1581
716	3992	1575
717	3997	1569
718	4002	1564
719	4009	1559
720	4015	1553
721	4019	1547
722	4025	1542
723	4030	1536
724	4034	1530
725	4041	1525
726	4045	1519
727	4051	1513
728	4056	1508
729	4061	1502
730	4066	1496
731	4070	1490
732	4076	1484
733	4080	1478
734	4085	1472
735	4091	1467
736	4096	1461
737	4101	1455
738	4106	1450
739	4112	1444
740	4116	1438
741	4121	1432
742	4126	1427
743	4134	1422
744	4141	1417
745	4148	1412
746	4153	1406
747	4158	1401
748	4163	1395
749	4171	1390
750	4176	1384
751	4183	1379
752	4190	1374
753	4195	1368
754	4201	1363
755	4209	1358
756	4216	1353
757	4223	1348
758	4230	1343
759	4235	1337
760	4241	1332
761	4246	1326
762	4252	1320
763	4257	1315
764	4263	1309
765	4269	1304
766	4275	1298
767	4280	1293
768	4287	1288
769	4292	1282
770	4301	1277
771	4308	1272
772	4313	1266
773	4319	1261
774	4325	1255
775	4331	1250
776	4338	1245
777	4345	1239
778	4350	1234
779	4357	1229
780	4362	1223
781	4368	1217
782	4372	1211
783	4379	1206
784	4385	1201
785	4391	1195
786	4395	1189
787	4401	1184
788	4408	1178
789	4414	1173
790	4419	1167
791	4425	1162
792	4430	1156
793	4436	1150
794	4440	1145
795	4446	1139
796	4451	1133
797	4455	1127
798	4462	1122
799	4468	1117
800	4473	1111
801	4478	1105
802	4484	1100
803	4488	1094
804	4493	1088
805	4500	1083
806	4506	1077
807	4512	1072
808	4517	1066
809	4522	1060
810	4527	1055
811	4532	1049
812	4536	1043
813	4543	1038
814	4547	1032
815	4552	1026
816	4559	1021
817	4565	1015
818	4569	1009
819	4574	1004
820	4579	998
821	4585	992
822	4592	987
823	4597	982
824	4604	976
825	4610	971
826	4616	965
827	4624	960
828	4630	955
829	4635	949
830	4641	943
831	4645	938
832	4650	932
833	4654	926
834	4660	920
835	4664	915
836	4670	909
837	4675	903
838	4679	898
839	4683	892
840	4687	886
841	4693	880
842	4697	874
843	4701	869
844	4707	863
845	4711	857
846	4716	851
847	4720	846
848	4726	840
849	4731	834
850	4735	829
851	4740	823
852	4744	817
853	4748	811
854	4754	806
855	4758	800
856	4764	794
857	4768	789
858	4773	783
859	4778	777
860	4782	772
861	4787	766
862	4792	760
863	4798	755
864	4803	749
865	4811	744
866	4815	738
867	4819	732
868	4823	727
869	4827	721
870	4831	715
871	4837	710
872	4841	704
873	4846	698
874	4851	693
875	4857	687
876	4861	681
877	4865	676
878	4871	670
879	4875	664
880	4881	659
881	4886	653
882	4891	648
883	4896	642
884	4900	636
885	4905	631
886	4909	625
887	4913	619
888	4920	614
889	4926	608
890	4930	603
891	4935	597
892	4941	592
893	4945	586
894	4951	580
895	4955	575
896	4959	569
897	4964	563
898	4970	558
899	4976	552
900	4980	547
901	4986	541
902	4991	536
903	4996	530
904	5002	525
905	5006	519
906	5011	513
907	5015	508
908	5021	502
909	5025	497
910	5032	491
911	5036	486
912	5040	480
913	5046	474
914	5052	469
915	5057	463
916	5061	458
917	5067	452
918	5072	447
919	5076	441
920	5081	435
921	5086	430
922	5092	424
923	5096	419
924	5102	413
925	5106	408
926	5112	402
927	5116	397
928	5120	391
929	5126	385
930	5131	380
931	5136	374
932	5141	369
933	5146	363
934	5152	358
935	5156	352
936	5163	347
937	5167	341
938	5173	336
939	5178	330
940	5183	325
941	5188	319
942	5193	313
943	5199	308
944	5203	302
945	5210	297
946	5215	291
947	5220	286
948	5224	280
949	5231	275
950	5236	269
951	5242	264
952	5248	258
953	5255	253
954	5260	247
955	5266	242
956	5271	236
957	5277	231
958	5281	225
959	5286	220
960	5292	214
961	5296	209
962	5301	203
963	5306	198
964	5312	192
965	5317	187
966	5321	181
967	5329	176
968	5337	170
969	5343	165
970	5350	159
971	5355	154
972	5361	148
973	5365	143
974	5369	137
975	5375	132
976	5380	126
977	5384	121
978	5389	115
979	5395	110
980	5399	104
981	5404	99
982	5409	93
983	5413	88
984	5419	82
985	5423	77
986	5427	71
987	5432	65
988	5437	60
989	5443	54
990	5447	49
991	5451	43
992	5457	38
993	5464	32
994	5470	27
995	5479	22
996	5485	16
997	5492	11
998	5497	5
999	5505	0
