iter	Logloss
369	0.1672999319
370	0.1672590975
371	0.1672181965
372	0.1671646126
373	0.1671487403
374	0.1670570282
375	0.1669881866
376	0.1669250478
377	0.1668725923
378	0.1668113944
379	0.1667135281
380	0.1666410227
381	0.1665733092
382	0.1665191023
383	0.1664819595
384	0.1663734262
385	0.1663164934
386	0.1662454111
387	0.16616767
388	0.166071416
389	0.16599538
390	0.1658522012
391	0.1657803685
392	0.1657009248
393	0.1656635123
394	0.1656097538
395	0.1655879831
396	0.1655175958
397	0.1654298867
398	0.1653670538
399	0.1652887527
400	0.165277027
401	0.1651794361
402	0.1651128566
403	0.1650503885
404	0.1649704165
405	0.1649220134
406	0.1648513251
407	0.1647757382
408	0.1647368615
409	0.1646386859
410	0.1645669142
411	0.1644770105
412	0.1643838326
413	0.1643147446
414	0.1642475112
415	0.1641939808
416	0.1641134078
417	0.1640282512
418	0.1639810009
419	0.1639184
420	0.1638287204
421	0.1637735976
422	0.1636929853
423	0.1636232275
424	0.1635519385
425	0.1634601456
426	0.1633254771
427	0.1632735413
428	0.1631713614
429	0.1630883117
430	0.1630395579
431	0.162981979
432	0.1628921105
433	0.1628002402
434	0.1627318896
435	0.1626645211
436	0.1626073744
437	0.1625164116
438	0.1624410009
439	0.1623253005
440	0.1622770343
441	0.1622059553
442	0.1621382744
443	0.1621156894
444	0.1620772722
445	0.1620015233
446	0.1619246091
447	0.1618484162
448	0.1617299698
449	0.1616528926
450	0.1615481191
451	0.1614933834
452	0.1613850533
453	0.1613235123
454	0.1612702816
455	0.1612302017
456	0.1611714113
457	0.1610883567
458	0.161072045
459	0.1610047596
460	0.1609213
461	0.1608716946
462	0.160806811
463	0.1607318623
464	0.1607104917
465	0.1606498213
466	0.1605707874
467	0.1605014359
468	0.1604252596
469	0.1603674407
470	0.1603113142
471	0.160277044
472	0.1601816473
473	0.160116216
474	0.160053197
475	0.1599911939
476	0.1599513229
477	0.1598694174
478	0.1598154018
479	0.1597684508
480	0.1597053644
481	0.1596664828
482	0.1596075755
483	0.159552487
484	0.1594616282
485	0.1593853943
486	0.1593244306
487	0.1592519026
488	0.1591892306
489	0.1591352811
490	0.1590842317
491	0.1590325384
492	0.1589754914
493	0.1589553332
494	0.1588471808
495	0.158797103
496	0.1587479387
497	0.1586870837
498	0.1586437098
499	0.1585839979
500	0.1585566819
501	0.1584781984
502	0.1583869676
503	0.1583133639
504	0.1582519726
505	0.1582038614
506	0.1581386307
507	0.1580735373
508	0.1580172067
509	0.1579507984
510	0.1579349771
511	0.1578788321
512	0.1578289582
513	0.1577765748
514	0.1577183556
515	0.1576800947
516	0.1576436316
517	0.157578379
518	0.1575257924
519	0.1574408045
520	0.1573856679
521	0.1573409073
522	0.1573138455
523	0.1572039045
524	0.157169014
525	0.1571062227
526	0.1570760492
527	0.1569950215
528	0.156972546
529	0.156922878
530	0.1568729408
531	0.1568317507
532	0.1567273006
533	0.1566641061
534	0.1565936321
535	0.1565423042
536	0.1564828232
537	0.1564292488
538	0.1563556591
539	0.1563042605
540	0.1561962445
541	0.1560731054
542	0.155999315
543	0.1559771532
544	0.1559123017
545	0.1558665426
546	0.1558357889
547	0.1557857618
548	0.1556789129
549	0.155637289
550	0.1555421852
551	0.1554934351
552	0.1553993254
553	0.1553109869
554	0.1552074676
555	0.1551368517
556	0.1550966742
557	0.1550504384
558	0.1549653055
559	0.1549080041
560	0.1547917358
561	0.1547245733
562	0.1546434971
563	0.1545463009
564	0.154506676
565	0.1544055842
566	0.1543542726
567	0.1542941289
568	0.1542456587
569	0.1541952718
570	0.154142297
571	0.15408775
572	0.154066996
573	0.1540540662
574	0.1540340882
575	0.1540079607
576	0.1539370449
577	0.1538603357
578	0.1538068286
579	0.1537089241
580	0.1536395556
581	0.1536259112
582	0.153559634
583	0.1535149424
584	0.1534023199
585	0.1533268658
586	0.1533141508
587	0.1532692617
588	0.1531665782
589	0.153130099
590	0.1530612771
591	0.1530003992
592	0.1529324358
593	0.1528851747
594	0.1528116236
595	0.1527483493
596	0.1527315574
597	0.1526839182
598	0.1526019437
599	0.1525242733
600	0.1524525119
601	0.1524096893
602	0.1523741945
603	0.1523124747
604	0.1522707742
605	0.1521654512
606	0.1521022269
607	0.152037652
608	0.1519697513
609	0.151913135
610	0.1518647256
611	0.1517982599
612	0.1517066056
613	0.1516348935
614	0.151564658
615	0.1514951926
616	0.1514346688
617	0.1513786138
618	0.1513049173
619	0.1512628092
620	0.1512031115
621	0.1511105257
622	0.1510362616
623	0.151001522
624	0.1509350557
625	0.150890151
626	0.1508293722
627	0.1507755972
628	0.1506843884
629	0.1506428732
630	0.1506094228
631	0.150515854
632	0.1504617496
633	0.150410254
634	0.1503411412
635	0.1502580029
636	0.1502225246
637	0.1501328148
638	0.1500402259
639	0.1499406479
640	0.1498495978
641	0.1497699877
642	0.149684747
643	0.1496348242
644	0.1495197912
645	0.1494803301
646	0.1494339874
647	0.1493239615
648	0.1492347281
649	0.1491905713
650	0.149163174
651	0.1490971093
652	0.1490566718
653	0.148987203
654	0.1489268677
655	0.1488660358
656	0.1487998537
657	0.148719029
658	0.1486398762
659	0.1485627664
660	0.1485126613
661	0.1484704481
662	0.1484587553
663	0.1484185613
664	0.1483524771
665	0.1482719263
666	0.1482484471
667	0.1482261776
668	0.1481781655
669	0.1481055636
670	0.1480627343
671	0.1480183444
672	0.1479468102
673	0.1478966814
674	0.1478773565
675	0.1478331061
676	0.1477947276
677	0.1477766912
678	0.1477154084
679	0.1476661596
680	0.1476074116
681	0.1475604934
682	0.1475288281
683	0.1474695721
684	0.1474459964
685	0.1473712699
686	0.1473051276
687	0.1472508611
688	0.1471846455
689	0.1471147385
690	0.1470622064
691	0.1470517341
692	0.1470106597
693	0.1470001533
694	0.1469614813
695	0.1469481047
696	0.1469209933
697	0.1469107698
698	0.1468509674
699	0.1468148838
700	0.1468021924
701	0.1467862044
702	0.1467382394
703	0.1467214615
704	0.1466921308
705	0.146642819
706	0.1465700347
707	0.1465131191
708	0.1464814844
709	0.146407175
710	0.1463491515
711	0.1462855997
712	0.1462553567
713	0.1461906621
714	0.14614874
715	0.1461010129
716	0.1460719365
717	0.1460222969
718	0.1460068676
719	0.1459630996
720	0.1459312233
721	0.1458640598
722	0.1457889567
723	0.145753579
724	0.1456801541
725	0.1456230791
726	0.1455776164
727	0.1455350809
728	0.1454799194
729	0.1454350994
730	0.145379217
731	0.1453688399
732	0.145314058
733	0.1452443546
734	0.1451730114
735	0.1450706451
736	0.144997885
737	0.1449698825
738	0.1449422543
739	0.1448891146
740	0.1448550719
741	0.1447735314
742	0.144725231
743	0.144644647
744	0.144589221
745	0.144518243
746	0.1444476296
747	0.1444207973
748	0.1443756412
749	0.1443296255
750	0.1443180623
751	0.144230195
752	0.1441559918
753	0.1441230057
754	0.1440843006
755	0.1440295196
756	0.1439595086
757	0.1438589519
758	0.1438458982
759	0.1438172689
760	0.1437774751
761	0.1437262574
762	0.1436642672
763	0.1435946903
764	0.1435281797
765	0.1434756499
766	0.1434434146
767	0.1434177868
768	0.1433993351
769	0.1433547193
770	0.1433290437
771	0.1432947914
772	0.1432280672
773	0.1431959685
774	0.1431483939
775	0.1431231383
776	0.1430769737
777	0.1430575354
778	0.1429915796
779	0.1429810013
780	0.1429720827
781	0.1429593026
782	0.1429065994
783	0.1428590209
784	0.1428089436
785	0.1427784772
786	0.1427649889
787	0.1426921785
788	0.1426713328
789	0.1426464073
790	0.1426120679
791	0.1425785521
792	0.1425565915
793	0.1425367658
794	0.142488539
795	0.1424126123
796	0.1423414498
797	0.1423108924
798	0.1423013037
799	0.1422640156
800	0.1422254869
801	0.1421867597
802	0.1421322547
803	0.1420821658
804	0.1420099481
805	0.141967239
806	0.1419263096
807	0.1419027263
808	0.1418551767
809	0.1418335298
810	0.1417645248
811	0.1417175967
812	0.1416706804
813	0.1416495143
814	0.1416279205
815	0.1415985781
816	0.1415526632
817	0.1415074489
818	0.1414708059
819	0.1414289536
820	0.1414036938
821	0.1413625246
822	0.1413101383
823	0.1412877967
824	0.1412415159
825	0.1412053985
826	0.1411831475
827	0.1410812915
828	0.1410530347
829	0.1410211959
830	0.1409786863
831	0.1409078787
832	0.1408520455
833	0.1408238187
834	0.1408012224
835	0.1407664053
836	0.1407171674
837	0.1406669686
838	0.1406446697
839	0.1406235669
840	0.1405795223
841	0.1405525539
842	0.1405289262
843	0.1404420431
844	0.1404340886
845	0.1403915977
846	0.140368542
847	0.1403272879
848	0.1402274161
849	0.1402004975
850	0.1401625425
851	0.140141113
852	0.1401196207
853	0.1400719381
854	0.1400306946
855	0.1399798614
856	0.1399004654
857	0.1398678391
858	0.1398115609
859	0.1397693671
860	0.1397252093
861	0.139703062
862	0.1396662611
863	0.1396073594
864	0.1395711374
865	0.1395220831
866	0.139448359
867	0.1394114844
868	0.1393641333
869	0.1393276454
870	0.1392825288
871	0.1392474951
872	0.1392209983
873	0.1391756679
874	0.1391579774
875	0.1391089649
876	0.1390475865
877	0.1390040793
878	0.1389308956
879	0.1389104953
880	0.1388680282
881	0.1388296296
882	0.1387858382
883	0.1387479828
884	0.138682832
885	0.1386442248
886	0.1386019097
887	0.1385763176
888	0.1385139476
889	0.1384651112
890	0.1384185837
891	0.1383720626
892	0.1383223434
893	0.1383025534
894	0.1382634737
895	0.1382309837
896	0.1381763039
897	0.1381351317
898	0.1380605356
899	0.1380101352
900	0.1379533901
901	0.1379119488
902	0.1378708003
903	0.1378054197
904	0.1377430383
905	0.137719517
906	0.1376790395
907	0.137639805
908	0.1376060177
909	0.1375872067
910	0.1375688948
911	0.1375299753
912	0.1374715293
913	0.1374505707
914	0.1374072235
915	0.1373676656
916	0.1373350018
917	0.1373143652
918	0.1372798069
919	0.137260392
920	0.1371677515
921	0.137134496
922	0.137102204
923	0.1370585026
924	0.1369861646
925	0.1369170643
926	0.1368817509
927	0.1368439842
928	0.1367891606
929	0.1367708241
930	0.1367428616
931	0.1367331349
932	0.1367004212
933	0.1366806488
934	0.1366225599
935	0.1366018225
936	0.1365081109
937	0.1364483318
938	0.1364248375
939	0.1364052972
940	0.1363796706
941	0.1363260966
942	0.1362506264
943	0.1362308152
944	0.1361664263
945	0.1360671839
946	0.1359718883
947	0.1359173215
948	0.1358536029
949	0.1358217738
950	0.1357932705
951	0.1357369466
952	0.1356927157
953	0.135673239
954	0.1356307086
955	0.1355744989
956	0.1355282119
957	0.1354953691
958	0.1354493761
959	0.1353585193
960	0.1353190479
961	0.1352887933
962	0.1352555004
963	0.1352148003
964	0.1351907279
965	0.1351389113
966	0.1350515082
967	0.1350170143
968	0.134998075
969	0.1349391667
970	0.1348949511
971	0.1348424326
972	0.1348265685
973	0.1347909707
974	0.1347329794
975	0.1347036655
976	0.1346776228
977	0.1346209663
978	0.1345720649
979	0.1345354701
980	0.1345038501
981	0.1344658489
982	0.1344495621
983	0.1344045096
984	0.1343392404
985	0.1342705653
986	0.1342046421
987	0.1341479942
988	0.1340939556
989	0.1340511664
990	0.1340320151
991	0.1339522073
992	0.1339029595
993	0.1338737251
994	0.1338447727
995	0.1337682431
996	0.1337407361
997	0.1337165242
998	0.1336750358
999	0.133619656
