iter	Logloss
0	0.4798768755
1	0.431210706
2	0.3919805849
3	0.3407868721
4	0.30771395
5	0.2814849278
6	0.2624984376
7	0.2287763265
8	0.2113394137
9	0.1828215331
10	0.1670365086
11	0.1397128428
12	0.1237896312
13	0.1179118111
14	0.1159118361
15	0.1120002993
16	0.09591753719
17	0.08935879731
18	0.0818484552
19	0.07308290325
20	0.06558496051
21	0.06515997154
22	0.05969480349
23	0.05371066361
24	0.05149637199
25	0.05068500623
26	0.04770441884
27	0.04385172681
28	0.04066092881
29	0.03745734459
30	0.03520278727
31	0.03105502041
32	0.02956266083
33	0.02860825353
34	0.02830622603
35	0.02701913991
36	0.02632218163
37	0.02480191341
38	0.02391003981
39	0.02293463945
40	0.02215614755
41	0.02194428967
42	0.02128474189
43	0.02052966095
44	0.0195457412
45	0.01903259754
46	0.01809319171
47	0.0173526793
48	0.01663656031
49	0.01582647126
50	0.0152031631
51	0.01437302741
52	0.01354304349
53	0.01300708201
54	0.0126005603
55	0.01224491538
56	0.01185598897
57	0.01155470174
58	0.011086575
59	0.01054816537
60	0.01023494209
61	0.009856014135
62	0.009242797479
63	0.009058972103
64	0.008953445132
65	0.008736111478
66	0.008723749766
67	0.008615109979
68	0.008342041039
69	0.008142209053
70	0.008028122274
71	0.007903583457
72	0.007732422759
73	0.007565540221
74	0.007565568133
75	0.00749756185
76	0.007447332289
77	0.007278019626
78	0.007089457279
79	0.006965408093
80	0.006629178582
81	0.006566375058
82	0.006566343075
83	0.006535428326
84	0.006535189326
85	0.00650002433
86	0.006499535281
87	0.006476454619
88	0.006476279003
89	0.006349921808
90	0.006240644106
91	0.006167453091
92	0.0061348415
93	0.006020651213
94	0.005933997689
95	0.005926209543
96	0.005813518385
97	0.005772184163
98	0.005693810742
99	0.005642675772
100	0.005642487363
101	0.005601798034
102	0.005539787688
103	0.005539477162
104	0.005421416934
105	0.005341190245
106	0.005340715152
107	0.005293254736
108	0.005170391827
109	0.005170308671
110	0.005169716114
111	0.005161219108
112	0.005108583846
113	0.005069796632
114	0.005008610865
115	0.005008132865
116	0.005008013074
117	0.005007599621
118	0.005007599621
119	0.005007597295
120	0.005007550775
121	0.005007481575
122	0.004936989342
123	0.00481385516
124	0.004813514686
125	0.004813440835
126	0.004811838778
127	0.004744975451
128	0.004702429074
129	0.004566727615
130	0.004510034875
131	0.004453161286
132	0.004416854207
133	0.00436316496
134	0.004356620951
135	0.004356095268
136	0.004356093523
137	0.004356093523
138	0.004355771658
139	0.004354537406
140	0.004337878925
141	0.004318634475
142	0.004318554227
143	0.004318470199
144	0.004300444591
145	0.004276485559
146	0.004186465101
147	0.004125991391
148	0.004057177102
149	0.004013495038
150	0.003952547108
151	0.003952483433
152	0.003952479944
153	0.003911138162
154	0.003803114193
155	0.00375307653
156	0.003723039278
157	0.00368594222
158	0.003685866333
159	0.003683768249
160	0.003683601938
161	0.00368359147
162	0.00368349494
163	0.003683462957
164	0.003668749042
165	0.003668620819
166	0.003651119732
167	0.003650885384
168	0.003620257029
169	0.003608564051
170	0.003608443679
171	0.003548014745
172	0.003516492611
173	0.003503511301
174	0.003455762165
175	0.003455674939
176	0.003455661564
177	0.003424012079
178	0.003422937742
179	0.003368548358
180	0.00334651412
181	0.003346169286
182	0.00334603612
183	0.003346075663
184	0.003345953837
185	0.003345850037
186	0.00333459668
187	0.003317453222
188	0.003317476773
189	0.003317391291
190	0.003290103412
191	0.003289839698
192	0.003289933902
193	0.003289080829
194	0.003288902597
195	0.003288916262
196	0.003287594202
197	0.003287636361
198	0.003287375846
199	0.003286677744
